"","Domain","Phylum","Class","Order","Family","Genus","Species"
"f65c88732ab352113ca986e219aaf936","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"9e8b3661c1ee3ed667610367ddac2eff","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"11758c1ecf913b281792d9c87e3ee1a6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella",NA
"67c4e4d1a6d7f75899d5858a955504ed","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"12d88fa5ddc3b5c5f230424f0f8d3bf9","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"5c51d4e8d297c2dcf948780762f364c6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"a895a28faf9f061b495e99da664c5e19","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"1688c6b8adc8fa537cc3d01840facfe7","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"e0833baaeecbd89a07c34d71258bd01b","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Allisonella","s__uncultured_bacterium"
"0abc2328e205286de857c62841b56dce","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"2cc06d779078f627e0c099c3019bdd4a","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__Veillonella_ratti"
"26ad1cc5abd86367fade488a1d048b78","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__Veillonella_atypica"
"d45f113b3157d487da6ff70633d1dd7f","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__Veillonella_atypica"
"005600aab6c9de96e375c473f64998fe","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__Veillonella_rogosae"
"c985da68ce9d3c04c4540329d1485bb8","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"954b10e04f228bb90d41ecd753142f51","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"1fc3c7ca8073f3e9d684b8b252fe7291","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"4e6f7d8316183fc418e70f6231e56f79","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"0252477fd5779491e9d2756be27259f3","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella",NA
"130bb227a62f6b5286a5d352c7641de8","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_invisus"
"f321fd15a580486b710522e338c57174","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"9dcc8ba0c024e0e913f1ec5087bac122","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_invisus"
"d9e1b9c4d9c3058cec1b78db830e0ae5","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_invisus"
"e571bdf21289ec7b8696ff6c412a80b2","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"796e86306712aa3790b850403d54327d","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"0c1514dc35f64064c94087d4cc8cda55","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"d6bec6f0eb45c904b00878eb60558b26","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_invisus"
"038d2ae95c00ae7ed30c46339f4c875e","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"e3bd4c97db5c4a47c39fad47ac50b5db","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"24bdf75ea52fe143f399efbb7013fc6e","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"508864b8219cb6af7f65840838c43b9c","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"efc8557f384161a177e1be1c54dc9379","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"2da1c244460aa20253b3104abfb3baa0","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"ada234fba70aeac38140951c59280c96","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"eb860a3c099bc014eb2a5ca7d4920f0d","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__uncultured_Dialister"
"334e3c424cbfd7c0fc32b2981c9a465a","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister",NA
"27e0f14965d584ff4710cb334f9770c0","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_propionicifaciens"
"c77f65dc266a2ce8e8e76dff37d9f266","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_propionicifaciens"
"880ae55a2315258c5c425c85feb88c14","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_propionicifaciens"
"1f41801e35b6a705400b7d6fb4713eee","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_propionicifaciens"
"dc9847fa5afc856fbd47c1f80d57e7d5","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera",NA
"f875ceb75009d1ed0405b2a94aeefcf5","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera",NA
"6aa6592c07040406846c38d6478127af","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera",NA
"719ea0102d0f5831de30880080ba4172","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera",NA
"b0a62e71e65e88b60b33cbe03a35b0c7","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"62bb3e7141f2201343665466d47ea7d0","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"2271c7344505e0f9f9caad95339d8ca4","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"70d0b3cbf4b0a7cbc4abf6e8e8f0b01b","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"46d2d747b228583a0a218726b0986cad","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"c1478af69a8834a8eb67f7480f36218e","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"d8fa1ddacb914c82b2652aa1c9337459","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__uncultured_organism"
"884b59a76f39884f896947b4c15bb668","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica"
"b4faed715aec3e0490f476811a89dbc1","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica"
"02dc8b59f067ea02e50b9c1c75337c08","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica"
"cbe3a47b6fd4285fcbf0340c0d831069","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica"
"6caec01f8f52420f14f96a2e681813e3","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_hexanoica"
"a31fc7af6fcc72d939ecae1d6c2b7dfe","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Lactobacillus_sp."
"dfde842110ca798d887e731960e7542f","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__Megasphaera_micronuciformis"
"8d1d3e399de64c144eb838856d8670b4","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Negativicoccus","s__Negativicoccus_succinicivorans"
"ce90cb32754e10ae959c05a36501ded6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Succiniclasticum",NA
"0176d5761a4cfad61f808cb77a2788f6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"88c8da566b04cd2d4c3bc9ef91469075","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"a3217f2ee456506e05ac854ce6341ebe","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"04d8c43ee4af5f255a9249c978dc72b5","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"7405f97f16a4140e2be507fff3316731","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"42790c1dfe9bd1a114632d614bcb9996","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"7e81be204edbd325f30581afbb091ada","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"d75c763e6d31aa8864233f510fd5017a","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"c5d7882f077039ecdbaac42ad50fb300","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"8d3afa9202c9cc8865b237974da7d0b2","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"43d32662449bed4662f6f52c4e020d14","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"4c624228932f633a6f083a34ef153d03","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"c3a9a4a89ba123924b27995620440d48","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"abbb6b6659245134452906af1fbe3aea","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"b66b8de5e4a4274d6d1f54c3646989a3","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"22fb3283d1b6abffd6a62084c8379606","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"7ae6f93ada6d5a827917a612f131f944","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"86f4b8beb9877f5e1936da165cdd88b6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"2d92322c2dcee84f44ee6657a10c1aa2","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"b63efceb28a1f8aed02beab1c19f6774","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"b681b0a28e73d6808f52c1378df9ed15","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"3fcdeb48406d4e3c1e53c5cdd640ed2e","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"3e49a8b0e3e686453e9561f5b8b2fa85","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__gut_metagenome"
"46fc0c097f487499f71540920f0e0a05","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"f9e1f1508e9360c31b828e3ab93fe65d","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"2d49632aca6c66176cd1f1888dc20485","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"aeee1e4b58812a95d2b77a2748e8edb1","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"7302ca77bdd5e79d0c4acee298dedf5a","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"d0da86caebf55015d2b764d3148b09da","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"e09d6e4babc0ee2a9a5a8cd82b35fc61","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"f2c2c499bab9dd016f97d4ec16ccff46","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"af79bb44bc2231b23fa43baf47410f43","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"0198f98b6edf21e79d8f16d373ee7748","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"1cb44bf2748cf2e3067a79f49a13f136","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"4e6120a054487480ceeaab47dfab4bf1","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"000bc6a4b9d544c41010d93c8cbc8c05","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"90fb58f3d6b636d69b5c9bbb60d6e835","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"a2bc6853b835e4978bf50a49f2a15462","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"82efac85467abe960f4593c0535eb150","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"e2a8678a9a4871d70c9bc30b8187a676","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"94b5d9b1fbef2974541e5b13ab654ce0","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"05c74212199f2fb67b3081ae54331a37","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"3e2bcf19a6fac271e6afbe1f63b1ca1c","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"a3327a0dec5282d08b5bb2ac1d767ac7","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"18467a13502cc958498454813acf6247","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__uncultured_bacterium"
"ec61b4684e04483a22c48dc668cb978c","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"dba55bdf3e410befa330fd28e5e7c341","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"559c58d8974f9facdc6b8708dca6f93f","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_succinatutens"
"6d88ba700bb3d67cd5443c9ce0fa1354","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_faecium"
"77e244fc118238c6e07a08ff2063edc4","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium",NA
"ebb8057972107018a529569b535a29f6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__uncultured","s__uncultured_organism"
"3dbedd6a5590c417caf7f535a57ebcf6","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella",NA
"1d6c90113ac9f0a4249cb6135108de20","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","s__uncultured_bacterium"
"817fe75b4934b90f900a6da1b9f3e1ec","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","s__uncultured_Mitsuokella"
"44978622ad347031c1473018b71ce7bb","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella",NA
"ce08c494108b52041517c3b5d0c51af5","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella",NA
"c01a1235b85a3acb80107ddf2d4051b1","d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella",NA
"6ddac6e5088a38ae3246f94e10f5a74a","d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__Clostridia_vadinBB60_group","g__Clostridia_vadinBB60_group",NA
"50b24e4b1c5f836d402e51a933d34414","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA
"8e83c7bda7716d560a0853f1aaaa57d0","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA
"03a6e49be35292d85e8c433d76a062ca","d__Bacteria","p__Firmicutes","c__Incertae_Sedis","o__DTU014","f__DTU014","g__DTU014","s__unidentified"
"38f8e91f0b691d31e62a39f9aff977fd","d__Bacteria","p__Firmicutes","c__Incertae_Sedis","o__DTU014","f__DTU014","g__DTU014","s__unidentified"
"a02853d08fbfbab30b3074195a886bdd","d__Bacteria","p__Firmicutes","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__uncultured_Peptococcaceae"
"662dc52a3f570afc3893f28ec41c38e3","d__Bacteria","p__Firmicutes","c__uncultured","o__uncultured","f__uncultured","g__uncultured","s__uncultured_Peptococcaceae"
"2eb3c1339600c52c819f577879fe5a8a","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured","s__metagenome"
"77d9073ab100f1165fa319c44b04ccb7","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured","s__unidentified"
"200df5ef325a28aa45f475bf4007d752","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA
"893e3073f70f9776ff765820d065f578","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured","s__uncultured_bacterium"
"a97da4435c63b6839c9af831d153b089","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured","s__unidentified"
"796cba4b03f828b1e24a6d11b920aff8","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA
"c4be129c2c31a2d2056fbe07c55e7db5","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae",NA,NA
"f80f50db6af939a067660d8823ab15cb","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__Peptococcus_simiae"
"61e9b459468aed27aae53cabbd716d41","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_bacterium"
"e094b73fa20b8d8b1f6ef66c5705f989","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_bacterium"
"a7c42eb53af6276dd491da9de0495512","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_organism"
"4d9c6a022f4a81ccd34250c2a72e216a","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_organism"
"ab5ffc0d0bebb19b1b9fc97500ea10da","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_organism"
"54c4a4d55f9b7f426665c4be57911c0e","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__uncultured_organism"
"c4ac9ce35dba409c44c775e3c805702a","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__[Eubacterium]_brachy_group","s__uncultured_bacterium"
"314681dc88532e1f66dfac2e65a936dd","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae",NA,NA
"04d19ac2712837882877bfb4f05dd404","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__uncultured_Eubacterium"
"0b40bf99c6e0da0c7baedb6dad8abf08","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group",NA
"75871c697e4d9d84a6ad97161a38dbc6","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__uncultured_bacterium"
"613260f4ac085a0446a291de0ab7c801","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group",NA
"5c0308a83fb741d9a1d3b6f4e80c4866","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_UCG-001","s__uncultured_bacterium"
"55e38f040b082b77cd6cd40b118d2663","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_UCG-001","s__uncultured_bacterium"
"fc1e23ecc190d2380994afa0a4cf7921","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_UCG-001","s__uncultured_bacterium"
"8154de3d703f3f772e683357a0bc924f","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__uncultured_bacterium"
"3497f26cfc87b38483a4ed80c95294a7","d__Bacteria","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__uncultured_bacterium"
